step,phi_max,twist_energy_max,soliton_energy,twist_energy,gravity_energy,discarded_energy,alpha_pwari,emitted_energy_cumulative,Lz
38900,0.16550,1.08005e-03,4.05894e+01,1.36855e-01,7.23220e-01,9.17644e-01,0.00337169,4.00780e+02,-1.54582e-08
39000,0.15895,9.99181e-04,3.62876e+01,1.68149e-01,7.54452e-01,1.17166e+00,0.00463378,4.01355e+02,-6.06958e-08
39100,0.16188,1.08207e-03,2.95726e+01,2.17019e-01,8.60563e-01,1.40380e+00,0.00733850,4.01930e+02,-2.03882e-07
39200,0.18128,1.27263e-03,3.28036e+01,2.26163e-01,9.73858e-01,1.46583e+00,0.00689445,4.02503e+02,-1.61293e-07
39300,0.14704,8.28992e-04,3.90733e+01,1.98548e-01,9.94005e-01,1.50967e+00,0.00508142,4.03075e+02,-2.11132e-07
39400,0.13382,7.17557e-04,3.05870e+01,1.73331e-01,9.36512e-01,1.24136e+00,0.00566682,4.03646e+02,-1.75943e-07
39500,0.17138,1.15071e-03,3.08336e+01,1.55236e-01,8.18936e-01,9.39324e-01,0.00503465,4.04215e+02,-1.57443e-07
39600,0.14133,7.63164e-04,4.25012e+01,1.45746e-01,7.99709e-01,9.18752e-01,0.00342921,4.04782e+02,-1.22836e-07
39700,0.15446,9.46168e-04,3.97575e+01,1.64812e-01,7.82037e-01,1.24795e+00,0.00414543,4.05348e+02,-8.79672e-08
39800,0.16298,1.02834e-03,3.17632e+01,2.01736e-01,9.02598e-01,1.61523e+00,0.00635127,4.05912e+02,-2.79692e-07
39900,0.21227,1.71435e-03,3.17544e+01,2.25696e-01,1.06604e+00,1.64930e+00,0.00710754,4.06475e+02,-4.98435e-07
40000,0.17055,1.15833e-03,3.57833e+01,2.04628e-01,1.09234e+00,1.46880e+00,0.00571853,4.07037e+02,-1.77642e-07
